,time,demand
0,0,176.95208
1,1,176.582175
2,2,175.337189
3,3,179.60376100000002
4,4,174.75356599999998
5,5,183.413502
6,6,179.62872
7,7,189.119829
8,8,191.70602399999999
9,9,177.16317800000002
10,10,166.519933
11,11,167.447645
12,12,169.58638100000002
13,13,161.256633
14,14,158.304609
15,15,157.499053
16,16,162.062261
17,17,165.66378400000002
18,18,165.321447
19,19,164.087784
20,20,167.875475
21,21,168.94126799999998
22,22,168.74176699999998
23,23,162.31538500000002
24,24,164.94343999999998
25,25,161.70353
26,26,162.413724
27,27,161.903249
28,28,162.141444
29,29,160.401759
30,30,162.198492
31,31,176.894293
32,32,177.312426
33,33,173.933019
34,34,167.001832
35,35,161.219174
36,36,159.410704
37,37,155.749348
38,38,156.542804
39,39,155.856882
40,40,150.92858
41,41,154.463279
42,42,156.426828
43,43,154.929241
44,44,155.583673
45,45,149.308774
46,46,150.17931399999998
47,47,149.413757
48,48,146.857675
49,49,145.640776
50,50,144.741555
51,51,148.049394
52,52,146.598286
53,53,147.432779
54,54,153.065224
55,55,152.58334
56,56,159.724001
57,57,161.967102
58,58,160.587677
59,59,160.391269
60,60,171.665114
61,61,168.475911
62,62,171.269474
63,63,174.16050900000002
64,64,172.835282
65,65,174.149956
66,66,172.778413
67,67,176.415852
68,68,173.640083
69,69,182.925811
70,70,183.099076
71,71,181.51082
72,72,186.62572600000001
73,73,195.211835
74,74,194.53674099999998
75,75,197.706877
76,76,204.525344
77,77,205.18643600000001
78,78,225.773494
79,79,232.632005
80,80,242.11281499999998
81,81,227.205042
82,82,217.97155299999997
83,83,207.787528
84,84,210.27775699999998
85,85,206.456743
86,86,208.368048
87,87,208.057229
88,88,212.557487
89,89,219.77426
90,90,215.03762999999998
91,91,215.79340499999998
92,92,214.66346000000001
93,93,216.52121
94,94,212.339588
95,95,212.969223
96,96,215.992714
97,97,218.683678
98,98,216.32581800000003
99,99,215.584027
100,100,219.930493
101,101,221.07180099999997
102,102,232.13597799999997
103,103,236.548408
104,104,244.65642400000002
105,105,242.795008
106,106,238.36325699999998
107,107,232.285458
108,108,236.948919
109,109,224.993323
110,110,222.88078199999998
111,111,231.84034900000003
112,112,231.956599
113,113,233.520979
114,114,234.660848
115,115,229.629602
116,116,230.33323399999998
117,117,232.61837000000003
118,118,227.868027
119,119,234.777594
120,120,240.647333
121,121,237.89114700000002
122,122,243.20255
123,123,244.62920499999998
124,124,247.010294
125,125,252.299043
126,126,251.947687
127,127,268.192639
128,128,280.813679
129,129,266.712458
130,130,254.673961
131,131,253.308262
132,132,246.20958900000002
133,133,249.593714
134,134,254.959146
135,135,252.79305499999998
136,136,258.738348
137,137,258.94206
138,138,257.655901
139,139,256.03692
140,140,251.04869
141,141,258.47893999999997
142,142,257.57776
143,143,257.89127
144,144,259.82797999999997
145,145,258.44673
146,146,259.80233
147,147,264.27089
148,148,261.92449
149,149,264.02637999999996
150,150,271.0988
151,151,272.60399
152,152,266.63437000000005
153,153,255.43764
154,154,246.73601000000002
155,155,238.983736
156,156,235.042527
157,157,234.92148500000002
158,158,230.853395
159,159,229.55851299999998
160,160,234.73365099999998
161,161,242.019
162,162,241.936854
163,163,241.247177
164,164,240.8999
165,165,244.31214500000002
166,166,243.228298
167,167,244.687081
168,168,248.13442999999998
169,169,255.76142099999998
170,170,248.485773
171,171,251.90405800000002
172,172,256.551894
173,173,254.445748
174,174,258.63773100000003
175,175,268.040602
176,176,265.884061
177,177,251.883725
178,178,248.84987
179,179,242.72439300000002
180,180,241.542948
181,181,238.68918100000002
182,182,235.13453399999997
183,183,234.414288
184,184,244.556556
185,185,247.59295299999997
186,186,241.787621
187,187,243.24812799999998
188,188,241.42344
189,189,239.515761
190,190,237.50887400000002
191,191,234.19922400000002
192,192,232.681304
193,193,230.55900400000002
194,194,229.9713
195,195,222.735742
196,196,225.807502
197,197,229.35318900000001
198,198,233.65637999999998
199,199,239.45489300000003
200,200,248.25839
201,201,235.923539
202,202,231.070379
203,203,224.12957999999998
204,204,219.41085299999997
205,205,214.02683900000002
206,206,219.49006400000002
207,207,214.433877
208,208,211.141093
209,209,215.418262
210,210,212.45569500000002
211,211,206.348771
212,212,206.851924
213,213,201.531524
214,214,199.043964
215,215,198.073101
216,216,192.3873
217,217,190.50298899999999
218,218,191.58201499999998
219,219,191.840134
220,220,188.26668999999998
221,221,187.866207
222,222,190.360373
223,223,192.779084
224,224,199.298275
225,225,191.943618
226,226,185.28628500000002
227,227,183.414101
228,228,173.82103
229,229,170.933821
230,230,170.902974
231,231,162.085827
232,232,162.718225
233,233,179.051654
234,234,190.661751
235,235,194.766864
236,236,192.999226
237,237,190.253623
238,238,193.80257
239,239,192.73366299999998
240,240,192.038863
241,241,192.724435
242,242,187.28901100000002
243,243,194.290604
244,244,194.371748
245,245,193.884931
246,246,195.02049499999998
247,247,197.136602
248,248,199.875216
249,249,197.858887
250,250,188.850744
251,251,188.65541399999998
252,252,180.361571
253,253,182.58628000000002
254,254,176.628776
255,255,171.06313
256,256,166.948735
257,257,157.25728999999998
258,258,156.98633600000002
259,259,153.182882
260,260,149.521478
261,261,145.06096599999998
262,262,145.931422
263,263,162.963317
264,264,163.75356599999998
265,265,158.912732
266,266,166.063926
267,267,167.17341000000002
268,268,173.258644
269,269,175.81786100000002
270,270,182.832076
271,271,191.819053
272,272,200.080038
273,273,190.91556599999998
274,274,194.17668899999998
275,275,190.068199
276,276,199.04703500000002
277,277,192.147954
278,278,191.144626
279,279,196.80093
280,280,200.858915
281,281,206.537567
282,282,201.601456
283,283,200.692037
284,284,199.36423100000002
285,285,198.70990600000002
286,286,199.993459
287,287,193.811208
288,288,200.14125900000002
289,289,197.945592
290,290,200.407317
291,291,202.488971
292,292,200.004056
293,293,205.735605
294,294,208.376081
295,295,217.713642
296,296,244.62645
297,297,225.46909100000002
298,298,224.46854700000003
299,299,218.177033
300,300,219.000154
301,301,218.813448
302,302,217.306367
303,303,219.451364
304,304,224.911885
305,305,223.688996
306,306,213.03721800000002
307,307,212.77882599999998
308,308,211.41035699999998
309,309,212.75589900000003
310,310,207.706871
311,311,208.906934
312,312,203.263196
313,313,198.59401
314,314,187.425429
315,315,188.239849
316,316,187.88616399999998
317,317,185.608949
318,318,189.62202
319,319,190.36835200000002
320,320,193.523791
321,321,191.28957
322,322,192.419121
323,323,192.342848
324,324,192.099061
325,325,194.393355
326,326,189.790652
327,327,195.849536
328,328,186.577077
329,329,189.32231399999998
330,330,188.202927
331,331,190.736042
332,332,187.407182
333,333,188.17659799999998
334,334,184.76744
335,335,186.379695
336,336,186.296303
337,337,185.068431
338,338,182.76428
339,339,184.075615
340,340,185.450663
341,341,185.642054
342,342,187.376174
343,343,190.295983
344,344,195.960454
345,345,195.998164
346,346,195.010591
347,347,189.736094
348,348,189.35383000000002
349,349,184.700387
350,350,177.633352
351,351,191.530224
352,352,190.249595
353,353,185.726153
354,354,189.827521
355,355,190.096625
356,356,186.57616299999998
357,357,187.969571
358,358,185.361772
359,359,181.838675
360,360,189.22388600000002
361,361,179.308749
362,362,181.77236399999998
363,363,177.102001
364,364,178.5168
365,365,178.931136
366,366,177.667768
367,367,184.77381699999998
368,368,187.596711
369,369,187.967679
370,370,189.74718000000001
371,371,183.12218000000001
372,372,180.46720200000001
373,373,176.38002600000002
374,374,172.823548
375,375,176.119872
376,376,168.662235
377,377,164.530787
378,378,164.265367
379,379,158.915133
380,380,149.688885
381,381,147.44476
382,382,149.977253
383,383,139.037839
384,384,143.880898
385,385,137.793029
386,386,136.600335
387,387,132.30216000000001
388,388,143.61181200000001
389,389,148.56661100000002
390,390,154.386556
391,391,165.852856
392,392,173.575495
393,393,169.213934
394,394,166.704028
395,395,166.421863
396,396,160.55388
397,397,161.254964
398,398,170.757234
399,399,175.268647
400,400,168.666938
401,401,170.003036
402,402,173.954027
403,403,175.438659
404,404,176.04396100000002
405,405,176.425975
406,406,174.032288
407,407,175.568198
408,408,173.710097
409,409,165.67733
410,410,164.349618
411,411,165.311019
412,412,164.117351
413,413,168.622468
414,414,170.427477
415,415,179.157175
416,416,182.956788
417,417,184.299454
418,418,179.850928
419,419,169.937218
420,420,172.616117
421,421,169.758654
422,422,166.797994
423,423,172.83700100000001
424,424,170.69865900000002
425,425,174.04807399999999
426,426,174.84493799999998
427,427,173.903863
428,428,176.633739
429,429,177.481021
430,430,170.062936
431,431,177.278905
432,432,170.237276
433,433,164.979283
434,434,165.392372
435,435,163.368098
436,436,165.965838
437,437,163.957833
438,438,165.578574
439,439,177.485037
440,440,180.796308
441,441,179.579001
442,442,174.607303
443,443,166.467967
444,444,161.949452
445,445,165.202801
446,446,164.62106599999998
447,447,168.63363999999999
448,448,166.843519
449,449,164.831521
450,450,166.969154
451,451,167.974942
452,452,167.500323
453,453,161.91960600000002
454,454,159.70820600000002
455,455,161.344324
456,456,155.630276
457,457,154.101675
458,458,150.844654
459,459,151.09935900000002
460,460,149.764608
461,461,150.601695
462,462,155.693687
463,463,167.794385
464,464,166.229415
465,465,170.814808
466,466,156.939483
