,time,power_norm
0,0,0.0
1,1,0.0
2,2,0.0
3,3,0.0
4,4,0.0
5,5,0.0
6,6,0.0
7,7,367774.7284234515
8,8,988899.512223107
9,9,1486732.1912171254
10,10,1500400.1149073832
11,11,3350838.285050332
12,12,3376654.9475118
13,13,3284821.229153742
14,14,3044576.450551782
15,15,2536996.0731060733
16,16,871794.9357504025
17,17,0.0
18,18,0.0
19,19,0.0
20,20,0.0
21,21,0.0
22,22,0.0
23,23,0.0
24,24,0.0
25,25,0.0
26,26,0.0
27,27,0.0
28,28,0.0
29,29,0.0
30,30,0.0
31,31,414543.6859053085
32,32,2112187.0816479484
33,33,2891332.956421175
34,34,3216013.5268664183
35,35,3347276.7219095123
36,36,3360122.164062316
37,37,3245052.0615883265
38,38,2971399.6703016195
39,39,2416853.786835766
40,40,781250.9598365688
41,41,0.0
42,42,0.0
43,43,0.0
44,44,0.0
45,45,0.0
46,46,0.0
47,47,0.0
48,48,0.0
49,49,0.0
50,50,0.0
51,51,0.0
52,52,0.0
53,53,0.0
54,54,0.0
55,55,289552.2498295969
56,56,928905.6839215712
57,57,318403.6890976602
58,58,565845.2025545893
59,59,677162.3932275379
60,60,908120.6383580973
61,61,927341.5566914576
62,62,455444.2711212382
63,63,126996.54460167824
64,64,765317.643678256
65,65,0.0
66,66,0.0
67,67,0.0
68,68,0.0
69,69,0.0
70,70,0.0
71,71,0.0
72,72,0.0
73,73,0.0
74,74,0.0
75,75,0.0
76,76,0.0
77,77,0.0
78,78,0.0
79,79,379920.4147225829
80,80,2151179.614163635
81,81,2852269.529253369
82,82,3180242.8498824933
83,83,3321192.6051531336
84,84,3322713.8552940805
85,85,3221924.6655133483
86,86,2989076.3786714864
87,87,2443275.442896589
88,88,815742.6232179696
89,89,0.0
90,90,0.0
91,91,0.0
92,92,0.0
93,93,0.0
94,94,0.0
95,95,0.0
96,96,0.0
97,97,0.0
98,98,0.0
99,99,0.0
100,100,0.0
101,101,0.0
102,102,0.0
103,103,336893.5712627239
104,104,257879.33576626665
105,105,399497.2950208317
106,106,712551.7490949192
107,107,592427.2578909461
108,108,145071.4121820298
109,109,696563.9497265439
110,110,526250.3468634336
111,111,353928.0448437467
112,112,681819.3432991005
113,113,0.0
114,114,0.0
115,115,0.0
116,116,0.0
117,117,0.0
118,118,0.0
119,119,0.0
120,120,0.0
121,121,0.0
122,122,0.0
123,123,0.0
124,124,0.0
125,125,0.0
126,126,0.0
127,127,112511.31486697344
128,128,1382955.8807005892
129,129,549509.1007991672
130,130,1244770.336518373
131,131,1164123.9773086715
132,132,3211957.092314372
133,133,2848490.06380889
134,134,2926988.7208208805
135,135,2409471.1207103957
136,136,1153632.8445554487
137,137,0.0
138,138,0.0
139,139,0.0
140,140,0.0
141,141,0.0
142,142,0.0
143,143,0.0
144,144,0.0
145,145,0.0
146,146,0.0
147,147,0.0
148,148,0.0
149,149,0.0
150,150,0.0
151,151,522121.45530092326
152,152,2320652.6090999073
153,153,2954399.0930984817
154,154,3275493.7316178004
155,155,3414812.352650655
156,156,3429748.2265288783
157,157,3332365.3327243337
158,158,3105654.5741777187
159,159,2580710.7654611142
160,160,952766.6061853204
161,161,0.0
162,162,0.0
163,163,0.0
164,164,0.0
165,165,0.0
166,166,0.0
167,167,0.0
168,168,0.0
169,169,0.0
170,170,0.0
171,171,0.0
172,172,0.0
173,173,0.0
174,174,0.0
175,175,22308.538726587645
176,176,712994.5578026213
177,177,1702470.1321832547
178,178,1817928.8951139557
179,179,2727995.3080620193
180,180,2814135.4396785838
181,181,2928983.521907871
182,182,2999595.8700798936
183,183,2535043.062635601
184,184,1305087.3504217402
185,185,0.0
186,186,0.0
187,187,0.0
188,188,0.0
189,189,0.0
190,190,0.0
191,191,0.0
192,192,0.0
193,193,0.0
194,194,0.0
195,195,0.0
196,196,0.0
197,197,0.0
198,198,0.0
199,199,442218.46559791185
200,200,2125617.835732395
201,201,1436932.3729216785
202,202,1741971.2360757643
203,203,1955567.3261988785
204,204,2655893.194802678
205,205,1990216.73212098
206,206,2240740.994609505
207,207,1472182.4763480404
208,208,738087.5230791271
209,209,0.0
210,210,0.0
211,211,0.0
212,212,0.0
213,213,0.0
214,214,0.0
215,215,0.0
216,216,0.0
217,217,0.0
218,218,0.0
219,219,0.0
220,220,0.0
221,221,0.0
222,222,0.0
223,223,20158.18168280607
224,224,257384.03501007488
225,225,490913.42220928974
226,226,528881.2370282696
227,227,591461.3917730012
228,228,507795.921411055
229,229,360435.5363741215
230,230,276798.5610828888
231,231,442202.25916133315
232,232,195217.05625531476
233,233,0.0
234,234,0.0
235,235,0.0
236,236,0.0
237,237,0.0
238,238,0.0
239,239,0.0
240,240,0.0
241,241,0.0
242,242,0.0
243,243,0.0
244,244,0.0
245,245,0.0
246,246,0.0
247,247,19709.718764469486
248,248,165729.83774551508
249,249,830273.3837211728
250,250,788956.4771637829
251,251,1141292.7686203506
252,252,292202.1298456335
253,253,2385338.4255458848
254,254,2635790.793974774
255,255,1915151.294756334
256,256,871592.364780514
257,257,0.0
258,258,0.0
259,259,0.0
260,260,0.0
261,261,0.0
262,262,0.0
263,263,0.0
264,264,0.0
265,265,0.0
266,266,0.0
267,267,0.0
268,268,0.0
269,269,0.0
270,270,0.0
271,271,31339.857113331567
272,272,1093735.9111777015
273,273,1013611.9247979849
274,274,2003810.1051850573
275,275,2226600.6533559873
276,276,929998.946852472
277,277,878994.4084547908
278,278,349360.61109582137
279,279,370110.676534959
280,280,85453.02361407233
281,281,0.0
282,282,0.0
283,283,0.0
284,284,0.0
285,285,0.0
286,286,0.0
287,287,0.0
288,288,0.0
289,289,0.0
290,290,0.0
291,291,0.0
292,292,0.0
293,293,0.0
294,294,0.0
295,295,22443.077602088622
296,296,291719.9876782413
297,297,444191.9180649846
298,298,915601.5278055264
299,299,465356.83356531634
300,300,889261.987105486
301,301,188987.70970119836
302,302,463286.9891315936
303,303,2257740.832568184
304,304,878904.2630327925
305,305,0.0
306,306,0.0
307,307,0.0
308,308,0.0
309,309,0.0
310,310,0.0
311,311,0.0
312,312,0.0
313,313,0.0
314,314,0.0
315,315,0.0
316,316,0.0
317,317,0.0
318,318,0.0
319,319,528336.2511938969
320,320,2383639.165912204
321,321,3105023.480070332
322,322,2580876.33791097
323,323,1853051.8697642242
324,324,1029294.0923423752
325,325,453847.19131370436
326,326,1235562.1868845015
327,327,2747917.66424146
328,328,1640753.3284480425
329,329,0.0
330,330,0.0
331,331,0.0
332,332,0.0
333,333,0.0
334,334,0.0
335,335,0.0
336,336,0.0
337,337,0.0
338,338,0.0
339,339,0.0
340,340,0.0
341,341,0.0
342,342,0.0
343,343,35793.6827831147
344,344,1290050.1040970879
345,345,2915614.4775791583
346,346,1824982.809624778
347,347,2418358.1817258657
348,348,1184752.0988010447
349,349,917984.5715623299
350,350,1412529.6507476862
351,351,1041033.3484037877
352,352,554245.8679296173
353,353,0.0
354,354,0.0
355,355,0.0
356,356,0.0
357,357,0.0
358,358,0.0
359,359,0.0
360,360,0.0
361,361,0.0
362,362,0.0
363,363,0.0
364,364,0.0
365,365,0.0
366,366,0.0
367,367,468348.38705777854
368,368,2278265.6824732795
369,369,3044077.228108393
370,370,3355058.3066066364
371,371,3491113.5529439044
372,372,3509568.183743675
373,373,3392199.16704303
374,374,3137226.510427773
375,375,2672148.740036449
376,376,1565667.7993134502
377,377,0.0
378,378,0.0
379,379,0.0
380,380,0.0
381,381,0.0
382,382,0.0
383,383,0.0
384,384,0.0
385,385,0.0
386,386,0.0
387,387,0.0
388,388,0.0
389,389,0.0
390,390,0.0
391,391,627871.12580705
392,392,2460365.397330776
393,393,3076670.424767497
394,394,3379210.3066284615
395,395,3515563.9821796883
396,396,3540427.3624399863
397,397,3462058.052642327
398,398,3273646.327767979
399,399,2895540.1547148987
400,400,1920913.3864472974
401,401,0.0
402,402,0.0
403,403,0.0
404,404,0.0
405,405,0.0
406,406,0.0
407,407,0.0
408,408,0.0
409,409,0.0
410,410,0.0
411,411,0.0
412,412,0.0
413,413,0.0
414,414,0.0
415,415,512691.7565342773
416,416,2210794.279276631
417,417,2956081.583325548
418,418,3243548.234881465
419,419,3366976.164210914
420,420,3272525.013376865
421,421,3305353.165927863
422,422,3110776.9250035374
423,423,2755682.092327794
424,424,1753614.4620348804
425,425,0.0
426,426,0.0
427,427,0.0
428,428,0.0
429,429,0.0
430,430,0.0
431,431,0.0
432,432,0.0
433,433,0.0
434,434,0.0
435,435,0.0
436,436,0.0
437,437,0.0
438,438,0.0
439,439,398677.48804037616
440,440,1961120.5505100915
441,441,2812578.471136764
442,442,3103344.4205740914
443,443,3223547.986227658
444,444,3240941.067450161
445,445,3165174.6726229186
446,446,786102.127402627
447,447,2026447.059882297
448,448,1596322.7538747825
449,449,0.0
450,450,0.0
451,451,0.0
452,452,0.0
453,453,0.0
454,454,0.0
455,455,0.0
456,456,0.0
457,457,0.0
458,458,0.0
459,459,0.0
460,460,0.0
461,461,0.0
462,462,0.0
463,463,513273.9239855324
464,464,1702901.3588460302
465,465,2494828.575634368
466,466,3291531.521498396
467,467,2077090.0640382047
468,468,1797116.0034142246
469,469,1245380.1705766858
470,470,1010893.9031994931
471,471,686898.0259091818
472,472,294209.722845596
473,473,0.0
474,474,0.0
475,475,0.0
476,476,0.0
477,477,0.0
478,478,0.0
479,479,0.0
480,480,0.0
481,481,0.0
482,482,0.0
483,483,0.0
484,484,0.0
485,485,0.0
486,486,0.0
487,487,16811.470530613457
488,488,159399.1229336135
489,489,2458503.7950966973
490,490,1447395.5559820922
491,491,2290727.63258439
492,492,2362464.68504393
493,493,3786237.432061706
494,494,3593749.4273965238
495,495,3171769.781554491
496,496,2155688.300052404
497,497,0.0
498,498,0.0
499,499,0.0
500,500,0.0
501,501,0.0
502,502,0.0
503,503,0.0
504,504,0.0
505,505,0.0
506,506,0.0
507,507,0.0
508,508,0.0
509,509,0.0
510,510,0.0
511,511,691323.5545825597
512,512,2624533.400385195
513,513,3345090.820943474
514,514,3626672.517119707
515,515,3743787.051038949
516,516,3756310.809129226
517,517,3675906.384716301
518,518,3429772.577557213
519,519,2158122.0812733765
520,520,1396952.9852808735
521,521,0.0
522,522,0.0
523,523,0.0
524,524,0.0
525,525,0.0
526,526,0.0
527,527,0.0
528,528,0.0
529,529,0.0
530,530,0.0
531,531,0.0
532,532,0.0
533,533,0.0
534,534,0.0
535,535,16746.239560673588
536,536,170311.720613137
537,537,242051.74476873965
538,538,440982.1944644528
539,539,507000.4659720661
540,540,543666.1599852797
541,541,718492.7406367905
542,542,497897.1217226802
543,543,2565230.8388764504
544,544,1539405.5178872426
545,545,0.0
546,546,0.0
547,547,0.0
548,548,0.0
549,549,0.0
550,550,0.0
551,551,0.0
552,552,0.0
553,553,0.0
554,554,0.0
555,555,0.0
556,556,0.0
557,557,0.0
558,558,0.0
559,559,52943.53897029122
