Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,890408,-,-,-,40.13,-88.22,-6,223,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2015,1,1,0,0,0,0,-11,0.148,4.0,80.69,-9,990.0
2015,1,1,0,30,0,0,-11,0.148,4.0,80.67,-9,990.0
2015,1,1,1,0,0,0,-11,0.148,4.0,81.07000000000001,-9,990.0
2015,1,1,1,30,0,0,-11,0.148,4.1000000000000005,81.06,-9,990.0
2015,1,1,2,0,0,0,-11,0.148,4.2,80.82000000000001,-9,990.0
2015,1,1,2,30,0,0,-11,0.148,4.1000000000000005,80.79,-9,990.0
2015,1,1,3,0,0,0,-11,0.148,4.0,79.89,-9,990.0
2015,1,1,3,30,0,0,-11,0.148,3.9000000000000004,79.85000000000001,-9,990.0
2015,1,1,4,0,0,0,-11,0.148,3.9000000000000004,78.92,-9,990.0
2015,1,1,4,30,0,0,-11,0.148,4.0,78.91,-9,990.0
2015,1,1,5,0,0,0,-11,0.148,4.2,79.01,-9,990.0
2015,1,1,5,30,0,0,-11,0.148,4.2,78.99,-9,990.0
2015,1,1,6,0,0,0,-11,0.148,4.2,79.53,-9,990.0
2015,1,1,6,30,0,0,-11,0.148,4.3,73.56,-9,990.0
2015,1,1,7,0,0,0,-11,0.148,4.5,74.99,-9,990.0
2015,1,1,7,30,14,0,-11,0.148,4.800000000000001,69.41,-8,990.0
2015,1,1,8,0,37,223,-11,0.148,5.2,72.45,-7,990.0
2015,1,1,8,30,65,244,-11,0.148,5.800000000000001,67.11,-6,990.0
2015,1,1,9,0,83,368,-11,0.148,6.4,60.52,-5,990.0
2015,1,1,9,30,95,468,-11,0.148,6.5,56.120000000000005,-4,990.0
2015,1,1,10,0,92,601,-11,0.148,6.7,52.09,-3,990.0
2015,1,1,10,30,120,536,-11,0.148,6.7,48.35,-2,990.0
2015,1,1,11,0,135,519,-10,0.148,6.800000000000001,46.74,-2,990.0
2015,1,1,11,30,88,732,-10,0.148,6.800000000000001,43.44,-1,990.0
2015,1,1,12,0,146,512,-10,0.148,6.800000000000001,45.47,0,990.0
2015,1,1,12,30,143,512,-10,0.148,6.7,45.46,0,990.0
2015,1,1,13,0,145,460,-9,0.148,6.7,48.050000000000004,0,990.0
2015,1,1,13,30,117,534,-9,0.148,6.5,48.050000000000004,0,990.0
2015,1,1,14,0,79,650,-8,0.148,6.4,51.19,0,990.0
2015,1,1,14,30,75,569,-8,0.148,5.9,51.19,0,990.0
2015,1,1,15,0,72,425,-8,0.148,5.4,54.38,0,990.0
2015,1,1,15,30,60,311,-8,0.148,4.7,54.4,0,990.0
2015,1,1,16,0,32,224,-7,0.148,4.1000000000000005,62.28,-1,990.0
2015,1,1,16,30,0,0,-7,0.148,3.6,62.29,-1,990.0
2015,1,1,17,0,0,0,-6,0.148,3.2,70.32000000000001,-2,990.0
2015,1,1,17,30,0,0,-6,0.148,2.9000000000000004,70.34,-2,990.0
2015,1,1,18,0,0,0,-6,0.148,2.7,72.45,-2,990.0
2015,1,1,18,30,0,0,-6,0.148,2.8000000000000003,72.46000000000001,-2,990.0
2015,1,1,19,0,0,0,-6,0.148,3.0,72.66,-2,990.0
2015,1,1,19,30,0,0,-6,0.148,3.0,72.66,-2,990.0
2015,1,1,20,0,0,0,-6,0.148,3.0,73.22,-2,990.0
2015,1,1,20,30,0,0,-6,0.148,2.8000000000000003,73.22,-2,990.0
